id_venta,fecha,id_cliente,producto,importe
761,2025-09-27,11387,Tablet,1993.15
762,2024-12-02,13115,PC,1339.17
763,2024-05-18,60714,PC,1560.24
764,2026-03-01,42996,TV,662.5
765,2026-01-22,59674,PC,357.99
766,2025-03-28,83207,PC,893.79
767,2024-10-07,79380,Unknown,106.68
768,2025-01-23,90183,Tablet,1630.43
769,2026-03-19,56672,Auriculares,116.56
770,2025-11-26,94701,TV,1008.12
771,2025-01-13,72071,Tablet,1901.47
772,2024-12-11,5076,Tablet,1725.75
773,2025-07-12,77294,TV,493.45
774,2026-03-14,70727,Tablet,1182.56
775,2025-04-24,77309,TV,1776.06
776,2025-05-20,51242,Tablet,657.24
777,2024-07-23,43424,PC,1449.4
778,2024-04-30,26346,Movil,384.29
779,2025-07-07,7569,PC,110.92
780,2025-06-20,13337,Auriculares,1971.99
781,2024-12-10,5128,Movil,385.58
782,2025-02-04,51130,Tablet,778.09
783,2024-12-04,79433,TV,1164.37
784,2025-05-18,92233,Tablet,845.21
785,2025-03-15,56101,Movil,652.6
786,2026-03-18,18485,PC,1922.41
787,2025-03-19,10100,Movil,1773.71
788,2025-02-23,94646,Tablet,1808.36
790,2025-10-07,33637,Tablet,1112.01
791,2024-08-01,83896,Auriculares,767.31
792,2024-12-01,35543,PC,1134.96
793,2024-12-08,3216,TV,591.33
794,2024-07-17,24948,Movil,601.03
795,2024-09-24,72441,Movil,574.43
796,2025-01-19,87626,TV,1717.76
797,2024-11-13,79631,Tablet,1647.06
798,2026-01-23,93317,Movil,1402.93
799,2024-10-21,31200,Movil,223.38
800,2025-02-23,30187,Auriculares,1197.57
801,2024-07-13,23439,PC,932.7
802,2025-10-26,26459,TV,1071.64
803,2024-08-22,56931,Tablet,1602.2
804,2025-09-07,28078,TV,228.63
805,2025-02-02,69941,Movil,367.05
806,2024-11-15,46838,Movil,1708.65
807,2025-02-18,82426,PC,1829.86
808,2025-09-08,25412,Movil,412.21
809,2024-09-12,20050,Movil,928.99
810,2024-04-28,11422,Tablet,974.95
811,2024-08-17,94791,TV,503.66
812,2026-02-11,16492,TV,280.3
813,2025-07-22,39367,Auriculares,1851.98
814,2025-12-22,64966,Movil,1484.34
815,2026-03-05,39944,Auriculares,1413.08
816,2025-10-03,46160,Movil,326.18
817,2024-09-12,87903,PC,140.75
818,2026-03-17,8439,Auriculares,794.67
819,2025-03-02,85824,Tablet,1960.64
820,2024-06-13,14477,Auriculares,1062.7
821,2025-04-02,20486,PC,172.27
822,2025-10-31,94791,Auriculares,1030.89
823,2024-05-06,4621,Auriculares,956.3
824,2024-06-09,91259,Auriculares,1925.93
825,2025-07-24,12756,PC,604.45
826,2026-03-23,91192,PC,1757.95
827,2026-02-19,53308,Tablet,214.29
828,2024-04-15,17627,PC,1932.68
829,2025-07-11,74107,Movil,948.68
830,2025-11-07,92657,Tablet,594.17
831,2024-07-14,15711,Auriculares,1335.0
832,2026-01-07,31354,Movil,1658.86
833,2025-09-14,998,Auriculares,1293.72
834,2025-12-23,3246,TV,1045.39
835,2025-10-02,41833,Movil,805.68
836,2025-04-23,42433,Movil,875.42
257,2025-07-26,64403,PC,1976.04
837,2025-01-24,79781,Tablet,896.71
838,2024-11-26,96771,Auriculares,212.07
839,2025-06-09,34994,PC,795.22
840,2024-06-28,98304,Movil,10.99
841,2025-03-18,22750,PC,809.62
842,2025-07-10,47520,Tablet,836.15
843,2025-06-03,80706,Auriculares,1330.5
844,2025-11-10,4618,TV,1062.36
845,2024-09-02,52298,Movil,596.56
846,2025-12-17,9999999,PC,645.94
847,2024-08-23,88977,PC,1344.7
848,2024-05-19,82085,TV,1080.93
849,2026-04-01,40481,Movil,1236.22
850,2025-01-16,59592,Tablet,131.1
789,2025-04-19,95037,PC,305.42
851,2026-02-03,95004,Movil,1890.12
852,2025-11-14,40295,Tablet,148.18
853,2025-01-26,69397,PC,403.97
854,2024-05-15,71831,Auriculares,239.86
855,2025-03-03,5257,Tablet,1865.05
856,2025-12-25,88529,Movil,242.01
858,2024-07-30,17755,Movil,888.54
859,2025-04-04,29889,PC,1915.65
860,2025-11-29,78057,Movil,1990.46
861,2024-12-31,1395,TV,255.74
862,2025-08-08,46233,TV,552.8
863,2024-07-14,54233,PC,1554.43
864,2024-11-09,60101,Auriculares,533.57
865,2024-09-12,56448,Movil,49.2
866,2025-05-16,77450,PC,239.57
867,2025-01-29,37982,Auriculares,173.8
868,2024-05-03,61342,Auriculares,16.87
869,2024-06-20,60636,Movil,1098.88
870,2025-03-29,7615,TV,1933.87
871,2025-09-10,69703,Movil,1883.09
872,2024-08-20,42237,Movil,931.15
873,2025-09-04,58785,Tablet,988.34
875,2025-05-24,34627,Tablet,1616.8
876,2025-05-20,70972,TV,1697.02
877,2024-12-15,6113,Movil,240.66
878,2025-07-04,63754,TV,282.67
879,2025-09-18,35332,TV,637.85
880,2024-11-12,3133,TV,1242.79
881,2024-04-26,23741,Tablet,537.23
882,2024-11-01,64419,TV,709.11
883,2026-01-13,20057,PC,1947.93
884,2025-08-09,56835,TV,1847.45
885,2024-08-08,5091,Auriculares,1368.89
886,2024-06-02,68464,Auriculares,339.25
887,2025-12-04,7811,Auriculares,58.77
888,2025-10-11,79324,Movil,424.94
889,2026-02-13,58929,Tablet,1476.84
890,2025-04-12,85911,PC,923.06
891,2025-06-01,14073,Tablet,1659.74
892,2025-05-14,42949,TV,410.1
893,2025-09-01,48735,Tablet,452.9
894,2025-07-29,3938,Movil,50.45
895,2024-04-25,51927,PC,937.79
896,2025-09-01,15642,PC,1509.42
897,2024-12-07,93105,PC,466.07
898,2025-01-24,89316,Auriculares,983.19
899,2025-07-04,84988,Auriculares,900.56
900,2025-12-03,14951,TV,1420.4
901,2025-09-26,55588,TV,460.38
902,2025-07-21,53393,Tablet,1221.44
903,2025-11-29,63532,Tablet,370.06
904,2026-03-07,74129,Tablet,1304.23
905,2024-08-01,46512,TV,704.14
906,2024-09-13,94308,Tablet,1258.42
907,2026-03-05,73587,Movil,1649.9
908,2024-10-06,84967,Tablet,1469.85
909,2026-01-02,36648,Movil,793.43
910,2025-10-01,81910,Movil,1294.72
911,2025-08-07,43239,Tablet,1299.69
912,2024-07-29,42219,PC,1978.87
913,2025-11-09,50299,TV,1064.99
914,2025-01-16,21999,Auriculares,710.09
915,2024-05-16,9999999,Auriculares,1295.3
916,2025-01-30,33701,Auriculares,499.37
917,2025-04-01,27244,Movil,701.36
918,2024-04-23,92372,TV,1102.58
919,2025-04-05,53780,TV,403.47
920,2025-02-18,54604,Tablet,240.55
921,2024-07-30,86481,TV,179.0
922,2024-07-23,72028,Auriculares,1548.91
923,2025-12-13,78975,Movil,1487.97
924,2025-08-28,9999999,Auriculares,863.4
925,2025-03-29,79410,Movil,1613.17
926,2025-09-25,27211,PC,252.18
927,2025-01-22,44887,Auriculares,1673.84
928,2024-10-24,1697,Tablet,1604.8
929,2024-08-21,45710,Auriculares,1686.29
930,2025-11-21,95649,Tablet,1804.82
931,2024-08-10,12729,TV,1816.12
932,2024-07-29,10931,TV,968.1
933,2024-10-07,98139,Tablet,898.56
934,2025-11-29,90504,Auriculares,1612.32
935,2025-05-09,83774,PC,505.81
936,2025-12-21,5864,Auriculares,378.04
937,2024-05-22,87479,Tablet,1633.31
874,2025-02-27,42799,TV,1335.51
938,2024-11-22,2658,Auriculares,429.52
939,2025-01-31,8841,Tablet,1052.43
940,2024-08-07,66146,TV,1860.52
941,2025-09-29,89291,Auriculares,1705.61
942,2025-12-17,32610,TV,1840.93
943,2025-08-24,32441,Auriculares,255.71
944,2025-04-11,29014,PC,935.67
945,2024-08-07,50749,TV,1466.93
946,2025-05-01,64051,Movil,595.23
947,2025-03-04,79167,PC,1839.58
948,2024-10-13,28299,Tablet,1101.01
949,2025-04-25,2587,PC,1063.32
950,2024-06-21,45852,PC,959.97
951,2025-10-27,49010,TV,1212.95
952,2025-09-20,29052,PC,1150.45
953,2025-07-21,83422,Auriculares,1665.51
954,2026-02-27,23649,TV,1103.59
955,2025-04-23,9999999,PC,1443.53
956,2026-03-21,50089,Movil,1092.78
957,2025-11-22,95697,PC,1569.01
958,2024-08-06,62025,PC,323.35
959,2025-04-24,66578,Movil,1141.88
960,2025-03-05,83961,Tablet,832.82
961,2024-10-31,67773,PC,1906.24
962,2024-06-07,28739,PC,1508.05
963,2025-10-28,20432,Tablet,455.45
964,2024-09-09,63121,Tablet,979.19
965,2025-03-26,99374,TV,1146.79
966,2025-10-27,63350,TV,1387.31
967,2024-08-05,6647,Movil,1875.34
968,2024-11-09,48614,Auriculares,1114.86
969,2024-06-11,19903,Auriculares,462.61
970,2024-12-21,418,TV,1078.87
971,2025-06-23,96389,Movil,1435.78
972,2024-10-27,20038,Movil,1113.37
973,2024-11-26,86402,TV,354.74
974,2025-02-26,55527,PC,246.27
976,2025-12-17,4804,Auriculares,1443.43
977,2024-07-27,2843,Movil,762.49
978,2024-05-20,83915,Auriculares,1526.34
979,2025-04-04,88933,Movil,1984.43
980,2024-07-13,23899,Movil,172.87
981,2024-11-20,94238,Movil,1475.84
982,2024-10-18,38829,TV,922.03
983,2024-05-11,98177,Movil,1500.01
984,2025-05-13,6765,Movil,124.55
985,2025-07-11,33197,PC,1288.79
986,2026-01-28,74319,Movil,236.06
987,2024-08-25,2062,Auriculares,1454.52
988,2026-02-08,76347,PC,1156.23
989,2024-09-27,59228,Tablet,74.16
990,2025-05-19,37176,Tablet,979.03
991,2024-08-11,49979,Movil,728.97
992,2025-05-24,44542,Tablet,1925.37
993,2025-08-02,46191,TV,1820.05
994,2025-05-26,66093,Auriculares,1642.13
995,2025-02-16,20848,Auriculares,1759.56
996,2025-04-06,78996,Movil,445.11
997,2025-04-30,92151,TV,540.4
998,2025-10-30,73497,Tablet,1094.58
999,2024-07-17,93210,PC,1300.88
1000,2026-01-24,42049,PC,480.31
1001,2025-12-17,913,Unknown,1932.62
1002,2025-08-09,10144,TV,933.1
1003,2024-06-07,51870,Tablet,1085.35
1004,2024-12-21,7706,PC,173.57
1005,2026-03-01,10436,Auriculares,426.62
1006,2025-11-11,94096,PC,1858.53
1007,2025-08-16,6468,PC,1876.9
1008,2026-03-17,41175,Tablet,1630.78
1009,2024-05-26,85946,PC,1152.52
1010,2024-06-09,62669,Tablet,1253.12
1011,2025-02-26,87248,PC,765.67
1012,2025-02-23,67328,Auriculares,1609.69
1013,2026-01-10,83223,PC,1553.96
1014,2024-06-10,78421,TV,701.52
1015,2025-12-03,72343,Tablet,999.48
1016,2026-01-22,31787,Auriculares,1737.48
1017,2026-01-02,78419,Tablet,957.1
1018,2026-01-14,44622,Auriculares,1416.78
1019,2025-01-31,10621,Tablet,1830.16
1020,2025-08-16,94213,Auriculares,559.09
1021,2025-07-31,53745,TV,1025.23
1022,2024-05-17,97643,Movil,1279.12
1023,2024-09-15,1502,PC,1470.09
1024,2025-12-24,78744,TV,849.93
1025,2025-04-06,11933,Tablet,1216.0
1026,2024-10-23,81395,PC,1744.48
1027,2025-02-07,98058,Auriculares,53.29
1028,2024-10-13,18248,Tablet,644.69
1029,2024-09-14,18359,TV,556.98
1030,2024-10-03,98050,Movil,390.71
1031,2024-08-23,15446,Tablet,105.88
1032,2025-10-12,10252,TV,1677.62
1033,2025-12-03,28506,PC,1522.31
1034,2024-09-14,30420,PC,929.68
1035,2025-07-23,10025,Movil,375.47
1036,2024-11-29,6521,Movil,1572.44
1037,2024-08-22,12089,PC,47.02
1038,2025-01-08,90181,PC,1165.82
1039,2026-03-04,34374,Unknown,670.78
1040,2024-10-09,60846,TV,748.08
1041,2024-11-21,56583,TV,725.67
1042,2025-05-13,82883,TV,1467.34
1043,2024-11-08,70405,PC,624.36
1044,2025-08-05,61484,PC,835.79
1045,2025-05-26,2765,TV,1144.99
1046,2025-09-27,14936,Movil,1376.22
1047,2024-06-23,69597,Movil,1793.22
1048,2024-12-29,18004,PC,1031.16
1049,2024-05-04,89636,Tablet,1727.27
1050,2025-06-30,51923,PC,145.51
1051,2024-06-09,54256,Tablet,107.11
1052,2024-05-25,47881,Movil,632.12
1053,2025-08-16,45132,Tablet,948.76
1054,2024-07-02,85883,Auriculares,1410.68
1055,2024-07-16,85626,Tablet,732.29
1056,2025-07-31,51886,Movil,1991.85
1057,2024-05-05,26027,TV,273.75
1058,2024-10-11,68458,Tablet,1813.9
1059,2025-03-10,96038,Tablet,16.47
1060,2026-02-28,65345,TV,1695.87
1061,2026-01-16,26875,Auriculares,742.35
1062,2025-12-21,84663,Auriculares,936.18
1063,2024-05-19,89956,Tablet,1965.86
1064,2025-05-31,38493,Movil,1038.1
1065,2025-07-15,60607,Auriculares,1986.03
1066,2025-04-26,15809,Tablet,1122.18
1067,2025-10-07,92860,Movil,1223.38
1068,2026-01-02,53723,PC,563.91
1069,2025-08-30,99055,TV,1150.54
1070,2025-05-16,7477,TV,1164.77
1071,2024-06-18,43107,PC,1188.6
1072,2025-08-26,62806,TV,1040.08
1073,2026-03-26,75861,PC,649.25
1074,2025-11-17,74061,TV,1858.2
1075,2024-05-12,62693,Auriculares,50.43
1076,2025-03-07,86606,TV,345.06
1077,2026-01-12,84970,PC,1980.58
1078,2025-05-24,6883,TV,1866.68
1079,2025-09-13,66605,Auriculares,1711.46
1080,2025-06-08,33793,Movil,1665.29
1081,2025-07-19,35905,Tablet,1873.84
1082,2024-08-25,3050,Unknown,1809.41
1083,2024-05-24,53896,Tablet,1925.82
1084,2026-01-13,40995,TV,419.73
1085,2025-05-12,30482,Movil,632.13
1086,2025-04-06,74847,Auriculares,510.48
1087,2025-05-02,5532,PC,1218.2
258,2025-01-18,99231,TV,1360.87
1088,2026-01-30,66464,Tablet,119.94
1089,2026-03-23,80768,TV,666.17
1090,2024-10-02,93876,TV,1532.54
1091,2024-04-25,32697,PC,1916.2
1093,2026-03-09,18970,TV,1136.87
1094,2026-02-09,51160,TV,1997.96
1095,2025-06-14,98295,Auriculares,775.45
1096,2025-04-23,62338,Auriculares,271.63
1097,2026-03-10,68051,TV,1553.4
1098,2025-04-02,17727,PC,1323.81
1099,2024-05-20,16453,TV,1735.3
1100,2024-11-15,48651,Tablet,442.45
1101,2025-03-09,87722,Tablet,1606.39
1102,2026-02-08,56937,PC,1453.5
1103,2026-01-01,75943,Auriculares,1665.37
1104,2025-07-30,65966,Auriculares,440.51
1105,2024-05-28,93858,PC,1415.05
1106,2026-02-15,54410,PC,67.36
1107,2024-08-29,34488,Auriculares,1866.27
1108,2026-01-28,57267,Auriculares,1182.7
1109,2026-03-28,36526,TV,1932.5
1110,2025-07-05,97050,PC,1978.41
1111,2026-02-03,7279,Auriculares,1726.69
1112,2025-04-25,20561,PC,599.46
1113,2025-08-31,31984,PC,1965.66
1114,2026-03-14,86828,Movil,570.22
1115,2024-07-22,27055,Tablet,1922.24
1116,2024-11-28,6119,PC,848.36
1117,2025-08-26,2131,TV,1809.19
1118,2024-08-27,51885,TV,1116.45
1119,2026-01-05,30568,Tablet,1023.58
1120,2024-11-04,23481,Tablet,1705.33
1121,2024-07-11,17790,Movil,252.76
1122,2024-11-06,96161,Tablet,253.36
1123,2025-07-28,66119,Movil,589.86
1124,2025-11-28,51127,Auriculares,1503.13
1125,2026-02-07,51656,PC,1498.93
1126,2026-01-08,2372,PC,1340.95
1127,2024-07-22,52007,Tablet,484.82
1128,2025-02-27,25211,Auriculares,1349.29
1129,2026-02-21,76407,Tablet,1558.31
1130,2024-07-09,424,Movil,372.02
1131,2024-06-25,69434,PC,1308.63
1132,2026-03-04,6602,TV,1715.62
1133,2024-06-09,16232,PC,1885.68
1134,2024-05-18,48824,Movil,298.57
1135,2025-06-06,50270,Auriculares,1672.71
1136,2024-05-08,3447,PC,384.15
1137,2024-11-15,88472,Auriculares,1554.13
1138,2026-01-05,11549,Movil,705.72
1139,2025-07-05,9999999,Tablet,681.59
1140,2025-02-23,68741,PC,252.93
1141,2025-05-17,5127,Tablet,836.69
1142,2024-08-05,83846,TV,367.54
1143,2025-12-17,52865,Movil,1252.2
1144,2024-05-12,69520,PC,1574.92
1145,2025-12-30,99384,TV,574.59
1146,2024-12-20,79505,PC,873.16
1147,2025-06-30,97974,TV,1971.73
1148,2026-01-26,37919,Tablet,634.01
1149,2026-04-03,56481,Movil,568.45
1150,2024-05-17,80083,Movil,1942.6
1151,2024-08-15,3105,TV,1915.32
1152,2025-09-18,69716,Movil,1946.75
1153,2026-03-25,77756,Movil,1124.9
1154,2024-05-21,22636,Tablet,1004.58
1155,2024-04-13,12228,TV,181.59
1156,2026-02-19,36160,Unknown,376.71
1157,2024-06-23,97959,TV,746.74
1158,2026-01-31,12776,TV,1792.56
1159,2024-10-22,37636,PC,1319.37
1160,2024-08-29,92458,Auriculares,755.96
1161,2024-12-31,90515,TV,795.06
1162,2025-01-14,83077,Movil,1468.23
1163,2026-01-15,33960,TV,400.08
1164,2026-01-07,75242,TV,1960.27
1165,2025-06-02,278,Tablet,1721.56
1167,2024-12-10,97077,Movil,1742.95
1168,2024-12-25,62325,Movil,621.1
1223,2025-12-04,9999999,PC,1235.42
1224,2026-01-17,88370,Tablet,264.84
1225,2024-12-22,45020,PC,384.48
1226,2026-01-15,22225,Tablet,1127.82
1227,2024-12-29,26328,TV,442.0
1228,2025-03-10,59629,Movil,1679.31
1229,2024-05-30,33326,TV,498.43
1230,2026-04-07,9999999,PC,1631.7
1231,2024-11-12,91984,PC,1070.03
1232,2024-10-13,99361,Movil,1642.57
1233,2025-08-29,8002,Tablet,1237.35
1234,2024-12-30,34238,Movil,90.52
1235,2025-08-13,6585,Movil,1786.73
1236,2025-04-06,40916,Movil,1501.75
1237,2024-04-12,28279,Unknown,1695.24
1238,2026-01-19,98421,Tablet,653.21
1239,2024-07-31,86437,Tablet,890.37
1240,2025-11-13,60064,Tablet,872.06
1242,2025-10-10,40831,PC,792.12
1243,2025-11-30,43604,Auriculares,1547.65
1244,2025-07-05,79817,PC,987.49
1245,2025-04-13,55579,Auriculares,1036.95
1246,2026-04-08,66851,Movil,1260.28
1247,2024-05-01,38273,TV,870.92
1248,2024-07-10,42052,Movil,535.66
1249,2025-05-08,46572,Tablet,917.56
1250,2024-12-20,94871,Auriculares,1062.83
1251,2025-10-11,67893,PC,1143.71
1252,2026-02-15,29627,Auriculares,1040.14
1253,2024-11-17,71835,Tablet,1934.83
1254,2025-06-07,87225,Tablet,871.3
1255,2026-04-09,41513,Movil,1766.95
1256,2024-04-27,12218,TV,1129.9
1257,2024-08-30,13345,Movil,644.79
1258,2025-09-26,26881,Tablet,1994.14
1259,2024-09-10,84330,PC,80.98
1260,2025-09-25,26736,PC,1310.53
1261,2025-10-31,27916,Auriculares,806.34
1262,2026-01-20,6464,Movil,88.14
1263,2025-07-09,37792,Tablet,878.66
1265,2025-07-21,60134,TV,547.93
1266,2026-01-27,82205,Auriculares,1691.84
1267,2024-12-20,48182,Unknown,1757.36
1268,2024-05-30,63697,Movil,1730.37
1269,2024-11-30,85166,Movil,1549.72
1270,2024-12-27,54017,PC,76.71
1271,2024-12-28,50477,Tablet,1653.89
1272,2026-02-25,3117,Tablet,776.91
1273,2025-12-20,75879,Auriculares,1048.99
1274,2025-07-18,50023,Auriculares,970.42
1275,2026-03-13,77406,Tablet,855.21
1276,2025-03-26,47111,TV,147.55
1277,2025-05-06,65394,PC,1262.1
1278,2024-07-02,77517,Movil,1881.95
1279,2025-01-24,27066,Tablet,1217.48
1280,2025-09-01,63245,Movil,1515.32
1281,2024-09-14,47464,PC,854.54
1282,2024-07-16,81092,Tablet,358.74
1283,2026-04-05,15630,TV,567.6
1284,2024-10-25,89097,TV,1838.63
1285,2025-10-30,13371,Movil,1485.15
180,2025-04-14,63321,Movil,237.71
1286,2025-10-13,12226,Movil,86.71
1287,2025-11-02,59714,Movil,1294.05
1288,2025-09-24,74535,Tablet,1628.32
1289,2025-01-24,40940,PC,1956.33
1290,2025-01-21,94337,Auriculares,1770.38
1291,2025-11-15,14329,Auriculares,1073.04
1292,2025-09-12,58719,Movil,99.01
1293,2025-07-18,39906,TV,1298.91
1294,2024-10-28,68229,TV,1992.43
1295,2026-02-14,43622,PC,1221.33
1296,2024-05-05,37337,TV,1016.55
1297,2025-12-31,68147,PC,444.33
1298,2024-05-07,14774,Auriculares,1497.58
1299,2025-03-01,44524,TV,305.97
1300,2024-11-22,86764,Tablet,276.75
1301,2025-10-17,2107,PC,1454.68
1302,2026-03-05,48050,PC,1900.4
1303,2024-12-13,35640,Tablet,163.08
1304,2025-07-22,9999999,Auriculares,1333.1
1305,2024-07-16,94694,Tablet,554.48
