id_venta,fecha,id_cliente,producto,importe
52,2025-04-13,24993,PC,178.03
53,2025-11-25,74320,tablet,1289.3
54,2025-06-02,94593,telefono,1854.06
55,2024-08-21,56004,cascos,34.64
56,2025-07-05,67649,PC,901.65
57,2025-01-19,94900,cascos,1431.97
58,2025-08-26,78841,tablet,104.12
59,2026-01-04,93176,tv,1250.2
60,2025-08-07,61636,tv,1853.62
61,2025-03-31,18540,ordenador,788.8
62,2024-11-07,78861,TV,1097.65
63,2026-01-08,19483,cascos,1342.72
64,2024-09-28,50011,Auriculares,1795.74
65,2025-06-08,50066,TV,1905.1
66,2024-09-24,61624,unknown,1899.74
67,2025-08-20,57049,tablet,1275.74
68,2024-05-07,37689,Auriculares,444.51
69,2025-07-12,36390,tablet,965.12
70,2025-09-17,54791,movil,1137.97
71,2024-05-14,8145,telefono,1551.5
72,2024-05-13,18006,telefono,1565.68
73,2025-10-15,50177,telefono,232.1
74,2025-10-21,99795,ordenador,405.2
75,2026-02-07,1576,tv,721.12
76,2024-06-27,86080,tablet,525.39
77,2025-04-05,89170,telefono,75.58
78,2024-11-03,66513,tv,501.95
79,2025-10-20,55562,Movil,422.71
80,2025-07-12,52514,Tablet,1908.18
81,2025-04-21,47911,cascos,1709.7
82,2024-08-31,83738,Tablet,1594.55
83,2024-11-10,59827,tablet,999.85
84,2024-11-30,68560,Tablet,808.69
85,2024-09-02,49155,TV,725.78
86,2024-08-26,19468,cascos,285.29
87,2024-11-12,77780,TV,1124.26
88,2024-07-07,81601,Tablet,1434.21
89,2024-07-27,33887,unknown,1198.74
90,2026-01-13,35532,tablet,883.9
91,2025-10-07,42206,TV,1564.79
92,2024-11-30,51047,tablet,1921.26
93,2024-07-10,70648,Auriculares,1833.88
94,2024-05-05,58423,Movil,1331.38
95,2025-05-02,17343,pc,1903.96
96,2024-08-22,60007,unknown,357.91
97,2026-04-21,56604,pc,554.92
98,2024-07-27,93218,Tablet,681.98
99,2026-03-22,47611,movil,1152.88
100,2025-10-10,19956,PC,1374.03
101,2025-05-28,54645,Tablet,922.87
102,2025-03-08,79126,pc,612.28
103,2025-10-05,19246,pc,883.11
104,2025-10-17,93487,ordenador,68.64
105,2025-09-22,65790,Movil,297.76
106,2024-12-11,10747,TV,1125.98
107,2025-06-11,87515,PC,1321.17
108,2024-08-22,12462,TV,1761.3
109,2025-02-02,32172,PC,1863.02
110,2025-10-30,92449,Tablet,1756.85
111,2024-07-04,54091,pc,354.54
112,2025-05-06,39095,tv,785.99
113,2025-08-10,95233,Auriculares,1005.29
114,2024-07-11,53489,TV,1489.56
115,2024-11-11,52454,TV,754.17
116,2024-10-05,92663,Tablet,938.15
117,2025-04-25,93515,pc,1286.61
118,2025-05-04,95241,Auriculares,1762.98
119,2026-02-06,33577,PC,901.67
120,2026-04-25,66931,unknown,1598.97
121,2024-08-08,70212,PC,689.0
122,2024-08-27,62959,tv,1498.65
123,2025-08-29,78231,Auriculares,938.11
124,2024-06-12,14805,PC,1117.77
125,2024-09-23,10526,telefono,989.38
126,2025-09-07,80718,pc,1503.04
127,2025-05-12,40891,tv,687.72
128,2025-09-27,81956,ordenador,57.82
129,2025-06-12,1303,cascos,1867.92
130,2025-11-14,83325,tv,877.17
131,2025-04-12,53421,TV,58.34
132,2026-01-13,947,cascos,120.03
133,2025-02-17,19732,tablet,883.59
134,2026-01-03,44623,movil,514.06
135,2025-12-26,14077,unknown,237.85
136,2024-11-01,83606,movil,349.26
137,2025-10-11,9999999,tablet,656.18
138,2026-02-27,64374,tv,1415.5
139,2024-05-31,73106,TV,464.25
140,2025-07-02,86780,ordenador,122.19
141,2025-05-26,98711,movil,1123.32
142,2024-07-14,42312,tablet,186.3
143,2024-11-08,45586,cascos,76.72
144,2024-08-23,51658,tablet,1860.17
145,2025-02-22,73908,TV,793.89
146,2026-02-11,76146,ordenador,1262.83
147,2024-06-03,11025,cascos,107.85
148,2026-03-25,39781,cascos,963.56
149,2024-08-27,15986,telefono,1990.02
150,2025-05-10,12977,PC,782.87
151,2024-06-27,32072,tablet,723.64
152,2026-02-15,50086,tablet,332.6
153,2026-02-01,60248,TV,915.1
154,2024-07-23,68734,telefono,1052.04
155,2025-09-06,28302,Tablet,1595.0
156,2025-03-16,92122,Auriculares,607.82
157,2025-05-18,97432,PC,1410.7
158,2024-11-17,55522,Tablet,476.81
159,2025-02-22,27844,Tablet,1729.0
160,2025-06-05,84401,Auriculares,16.77
161,2025-04-25,59149,movil,482.98
162,2026-01-31,88181,tv,1351.6
163,2025-07-22,44115,ordenador,1581.9
164,2025-05-01,49707,movil,1743.12
165,2025-04-04,17396,movil,1451.44
166,2024-09-05,92614,tablet,913.89
167,2024-08-18,15004,PC,202.0
168,2025-07-14,34132,tablet,1183.49
169,2025-05-07,51942,TV,1030.8
170,2024-05-20,22672,Auriculares,1145.83
171,2024-07-28,40456,Auriculares,151.66
172,2024-05-23,95422,Auriculares,1958.96
173,2025-09-11,97323,Auriculares,51.49
174,2026-03-15,64223,TV,1263.79
175,2024-09-10,78242,pc,859.42
176,2025-11-30,29696,Tablet,1753.41
177,2024-07-11,39093,movil,1615.08
178,2024-10-17,51947,cascos,134.53
179,2024-08-14,69917,tablet,812.23
180,2025-06-01,1107,TV,1102.99
181,2026-02-08,4115,tv,630.07
182,2025-10-14,36047,TV,923.4
183,2024-09-29,34930,tv,1274.71
184,2025-05-05,33581,TV,543.28
185,2026-02-27,565,cascos,25.16
186,2025-02-27,47691,tablet,1157.77
187,2024-12-20,30271,TV,1571.65
188,2025-01-22,5989,tablet,159.05
189,2024-05-04,492,tablet,168.25
190,2024-08-20,68242,tv,876.47
191,2024-09-04,35524,Auriculares,958.68
192,2024-09-09,29741,cascos,1753.51
193,2026-01-28,6484,ordenador,1872.84
194,2025-09-29,35680,cascos,1581.27
195,2024-10-18,1570,pc,516.46
196,2024-09-01,70563,cascos,1262.01
197,2025-02-04,53442,PC,382.75
198,2025-08-25,43490,PC,1979.69
199,2025-08-21,94043,unknown,1501.34
200,2026-04-11,71162,cascos,1355.13
201,2024-09-06,35141,movil,338.08
202,2024-11-20,57222,tablet,751.94
203,2026-02-04,60301,tablet,875.59
204,2025-01-11,15629,TV,1359.85
205,2025-04-30,17454,Movil,600.16
206,2025-02-01,15855,tv,331.29
207,2024-06-18,77677,tv,333.13
208,2024-10-27,26883,tv,1859.48
209,2025-08-21,84371,Tablet,346.22
210,2025-06-16,45258,movil,672.15
211,2025-08-04,10445,Auriculares,312.05
212,2024-12-01,94316,Movil,1147.72
213,2025-09-30,12100,Movil,40.4
214,2026-02-09,2077,telefono,420.09
215,2024-12-26,30976,Movil,1918.92
216,2025-11-01,48749,TV,1588.9
217,2025-02-15,1109,cascos,1987.45
218,2025-11-28,21543,Movil,642.73
219,2024-07-29,83381,movil,1499.57
220,2024-09-11,10328,Tablet,801.72
221,2025-08-27,29896,cascos,1142.21
222,2024-09-21,45817,PC,359.99
223,2026-04-19,97573,tv,1902.46
224,2024-09-21,27315,movil,925.33
225,2025-03-31,17758,ordenador,1885.18
226,2024-12-13,42479,ordenador,1998.24
227,2025-03-26,34002,Tablet,1862.12
228,2025-10-20,29026,Movil,651.35
229,2026-01-01,20571,cascos,979.22
230,2025-06-02,47173,TV,1831.03
231,2024-11-16,25389,Movil,299.46
232,2026-01-27,55880,TV,1244.19
233,2024-10-31,92007,ordenador,1605.07
234,2025-03-27,16404,movil,455.83
235,2025-11-19,17421,TV,578.91
236,2025-10-16,75158,telefono,175.21
237,2025-03-27,54548,tv,172.65
238,2024-06-13,56347,tablet,1577.15
239,2024-05-04,46124,TV,1445.1
240,2024-11-08,18113,tv,1333.41
241,2024-10-17,1881,Tablet,747.61
242,2024-05-22,72648,Movil,969.23
243,2024-10-17,85451,PC,176.14
244,2024-06-10,34390,telefono,650.55
245,2024-09-25,78655,movil,1299.15
246,2024-05-12,34109,cascos,1925.17
247,2025-04-07,51917,Tablet,928.28
248,2026-03-04,62350,TV,275.97
249,2025-08-31,58637,cascos,1875.37
250,2025-12-04,10929,cascos,636.8
251,2024-10-13,18428,Tablet,1116.93
252,2024-07-30,35695,Tablet,1381.06
253,2026-04-10,70661,tv,1882.29
254,2026-01-12,17877,TV,47.12
255,2025-01-15,38755,ordenador,895.58
256,2026-01-29,17325,unknown,466.73
257,2026-03-30,31571,pc,1175.46
258,2025-05-02,8466,Auriculares,602.71
259,2025-07-18,70201,Tablet,962.63
260,2025-01-27,72766,Auriculares,387.35
261,2025-09-10,65897,cascos,464.48
262,2025-12-20,98951,cascos,405.94
263,2025-10-04,50673,pc,898.24
264,2026-03-16,7253,Tablet,1154.28
265,2026-02-01,18224,Auriculares,854.32
266,2025-01-26,90957,Auriculares,1341.59
267,2024-11-16,27551,tablet,348.17
268,2024-05-31,86464,movil,686.23
269,2025-05-13,51653,unknown,90.2
270,2025-05-01,95245,Tablet,1004.6
271,2026-01-04,70940,movil,1790.45
272,2025-09-29,53969,movil,268.49
273,2025-05-20,3725,tv,240.91
274,2024-08-18,64716,Auriculares,162.73
275,2024-10-29,43188,cascos,796.05
276,2024-05-17,19020,ordenador,1422.9
277,2024-12-24,91305,Movil,1817.59
278,2025-07-01,7345,ordenador,1766.96
279,2024-07-02,27519,unknown,1554.32
280,2025-09-07,41440,tv,1160.98
281,2026-04-05,57492,cascos,951.44
282,2026-02-20,47836,cascos,1320.64
283,2024-10-18,38996,ordenador,1588.72
284,2025-08-14,53661,tablet,550.38
285,2025-07-30,6727,cascos,117.66
286,2026-04-28,16220,Tablet,1541.42
287,2024-09-19,80497,telefono,1132.56
288,2025-08-28,41625,TV,303.56
289,2024-08-26,70926,tv,208.17
290,2024-10-08,43909,Movil,1979.21
291,2025-10-23,96823,TV,163.97
292,2026-04-10,43360,TV,1070.85
293,2024-06-08,5731,Auriculares,1315.71
294,2024-12-13,25861,PC,163.43
295,2026-02-11,71837,PC,1537.19
296,2024-08-31,97237,TV,1015.86
297,2024-12-26,21013,movil,151.05
298,2025-04-11,96902,Tablet,1062.79
299,2026-03-29,81630,Auriculares,983.88
300,2026-02-15,9999999,pc,536.25
301,2026-03-09,95342,Auriculares,1380.9
302,2024-10-28,52868,Movil,1668.44
303,2026-02-02,12540,tv,1101.5
304,2024-12-28,17242,PC,1669.61
305,2024-07-30,48325,ordenador,411.41
306,2025-12-17,36421,cascos,1480.43
307,2026-01-02,34331,cascos,428.88
308,2025-10-21,1931,tv,632.24
309,2025-07-19,49033,telefono,971.16
310,2024-07-01,12519,Auriculares,102.84
311,2025-10-30,38497,ordenador,727.12
312,2026-02-11,30760,cascos,749.91
313,2024-12-03,81617,ordenador,145.35
314,2024-08-04,20667,TV,1813.1
315,2026-02-22,17675,ordenador,63.41
316,2026-01-27,94038,Auriculares,1836.31
317,2025-11-09,65388,pc,1344.69
318,2026-04-20,16853,ordenador,611.72
319,2025-12-05,78718,Tablet,956.31
320,2024-09-04,26707,cascos,1220.58
321,2024-08-07,19986,Tablet,942.89
322,2024-11-23,25651,Auriculares,1572.0
323,2024-07-07,6984,tablet,1205.62
324,2026-02-05,55392,ordenador,1746.31
325,2026-01-06,33384,telefono,1190.76
326,2025-12-28,61812,pc,301.26
327,2024-11-14,53113,ordenador,1930.79
328,2025-09-17,76564,movil,1441.12
329,2026-04-16,32533,tablet,1921.95
330,2025-07-02,72348,tablet,1370.73
331,2026-03-24,84900,Tablet,1014.57
332,2024-12-05,90697,unknown,1731.11
333,2025-05-04,2311,pc,640.36
334,2024-08-05,76026,Auriculares,312.51
335,2025-03-23,27538,PC,1330.75
336,2026-02-01,93139,pc,32.17
337,2024-06-17,46427,Tablet,1538.06
338,2025-09-18,90054,cascos,289.85
339,2024-07-10,4275,telefono,1646.19
340,2024-08-07,79522,TV,1360.81
341,2026-01-23,33141,Tablet,900.76
342,2026-02-08,58306,tv,894.82
343,2025-07-15,39321,TV,1681.75
344,2024-10-22,63029,telefono,1958.05
345,2025-01-07,82496,pc,675.3
346,2025-02-10,94048,tablet,873.29
347,2024-12-09,16033,Tablet,914.69
348,2024-08-01,5549,ordenador,187.92
349,2026-03-17,23114,PC,993.33
350,2025-02-08,61570,tablet,662.62
351,2025-01-21,76575,Movil,624.43
352,2025-12-04,15913,pc,72.42
353,2025-05-29,17888,tablet,276.43
354,2026-03-21,43688,cascos,1341.18
355,2025-06-29,35796,pc,189.41
356,2025-03-13,26983,cascos,478.82
357,2026-02-19,39960,pc,643.56
358,2024-05-04,5472,Movil,672.54
359,2024-06-30,30499,pc,1090.32
360,2025-04-01,21381,pc,80.09
361,2024-05-07,70568,TV,1046.1
362,2026-02-06,38417,ordenador,1189.76
363,2024-05-11,50488,cascos,1465.71
364,2024-06-22,75029,PC,1890.36
365,2024-12-10,9205,ordenador,766.9
366,2025-03-02,98803,telefono,1282.51
367,2026-02-24,8034,Movil,1697.55
368,2025-08-19,66256,movil,987.8
369,2026-01-11,93911,tablet,1572.81
370,2024-10-31,59771,tv,1761.6
371,2024-08-08,87686,ordenador,574.51
372,2025-04-28,9717,Tablet,917.38
373,2024-07-22,17779,Tablet,1968.65
374,2025-08-14,12961,Movil,145.3
375,2025-09-09,16828,PC,913.7
376,2025-02-22,7665,ordenador,351.01
377,2024-12-27,89413,Tablet,390.36
378,2026-01-13,95085,PC,899.2
379,2026-04-25,52381,tv,1684.76
380,2024-09-26,71899,TV,870.11
381,2025-05-17,17827,ordenador,38.51
382,2024-06-26,71591,Tablet,1507.64
383,2025-10-06,43167,tv,209.29
384,2025-11-02,5164,unknown,1910.67
385,2024-07-18,15178,TV,1078.77
386,2026-03-03,83780,cascos,1619.77
387,2026-01-12,41799,tv,1579.09
388,2024-07-08,73767,cascos,1464.14
389,2025-07-26,31913,Tablet,1817.53
390,2024-11-27,32100,cascos,396.6
391,2025-12-15,98750,telefono,790.16
392,2024-09-11,16469,TV,149.61
393,2025-09-22,68038,Tablet,208.73
394,2025-04-17,78771,cascos,359.82
395,2026-03-23,52770,Tablet,61.95
396,2025-02-01,93254,tv,177.68
397,2024-09-14,24264,unknown,426.81
398,2025-05-08,67122,cascos,1573.84
399,2026-01-09,76503,tv,560.21
400,2024-08-06,25547,TV,889.46
401,2025-05-31,72229,Tablet,338.59
402,2026-04-08,62021,cascos,739.65
403,2024-07-09,5079,tv,1479.35
404,2024-07-19,36190,Auriculares,343.32
405,2026-04-22,89879,movil,379.23
406,2025-04-02,48247,Tablet,1253.51
407,2025-05-17,10949,tv,1156.77
408,2025-02-09,31251,unknown,1312.46
409,2025-09-29,16545,cascos,1019.19
410,2024-09-01,76188,Movil,790.78
411,2024-09-27,18678,Tablet,701.78
412,2026-03-29,18052,cascos,1973.48
413,2025-01-09,29433,cascos,282.41
414,2025-12-18,23269,TV,48.3
415,2024-06-02,47721,tablet,1202.46
416,2024-08-09,84328,unknown,92.88
417,2025-03-18,43033,tablet,1756.51
418,2024-11-22,76054,telefono,1343.79
419,2025-03-10,82201,movil,35.13
420,2025-02-03,96710,pc,675.14
421,2025-05-14,61826,tv,1391.28
422,2025-02-27,4539,PC,1100.12
423,2025-06-27,20716,TV,1787.4
424,2024-11-15,42192,Auriculares,1710.29
425,2025-06-15,51753,Tablet,171.61
426,2025-06-08,2032,tablet,1044.47
427,2024-07-06,83696,Auriculares,1706.56
428,2024-10-11,94130,ordenador,442.73
429,2025-01-18,65023,TV,326.69
430,2025-03-09,78582,ordenador,835.42
431,2025-04-22,43357,cascos,1336.68
432,2026-04-10,1014,unknown,994.09
433,2026-01-22,14072,movil,369.77
434,2025-05-04,18704,Auriculares,35.73
435,2024-08-18,83628,Tablet,1565.99
436,2025-09-01,70006,tablet,721.1
437,2026-03-20,77211,Tablet,1531.98
438,2026-04-24,46548,TV,1166.25
439,2025-12-16,1677,Tablet,1645.31
440,2025-07-25,70038,tablet,1284.37
441,2024-11-06,64084,tv,68.56
442,2025-06-02,71430,Tablet,1113.8
443,2024-08-07,56368,Movil,550.48
444,2024-10-13,69983,Auriculares,532.06
445,2025-03-11,18252,Auriculares,1015.77
446,2024-10-31,76862,telefono,525.24
447,2024-12-28,52707,Movil,1420.19
448,2026-01-18,32655,PC,1042.82
449,2024-07-11,74226,movil,53.6
450,2026-03-21,34889,tablet,1481.48
451,2024-10-02,23346,Movil,782.73
452,2024-08-05,72876,tablet,1559.42
453,2024-06-08,66055,Movil,519.8
454,2025-03-11,20472,Auriculares,320.7
455,2025-10-09,20232,tablet,1030.33
456,2025-07-28,92918,Auriculares,1342.27
457,2026-02-19,95302,unknown,1199.43
458,2025-05-02,21838,Tablet,502.67
459,2024-10-29,1994,tv,1920.05
460,2025-04-29,59827,TV,892.97
461,2024-05-11,69493,Tablet,554.54
462,2025-10-07,95170,TV,1102.29
463,2024-11-11,56340,movil,164.92
464,2025-09-07,93882,movil,342.0
465,2026-03-07,47016,telefono,1098.62
466,2024-06-28,25186,TV,234.22
467,2024-10-01,62035,pc,1963.54
468,2025-08-04,4308,tv,382.31
469,2026-01-19,33972,unknown,921.13
470,2024-12-23,52722,tv,547.19
471,2024-11-14,69138,Tablet,189.4
472,2026-03-08,663,PC,749.17
473,2025-03-26,55038,telefono,1269.28
474,2024-12-20,7352,Auriculares,713.44
475,2024-07-28,96497,ordenador,1915.87
476,2025-10-03,60436,tv,118.9
477,2025-11-25,39747,tv,1189.88
478,2026-01-22,17441,pc,89.2
479,2026-04-03,65562,movil,1097.91
480,2025-09-19,15354,TV,1139.57
481,2025-01-11,26182,cascos,1105.86
482,2025-02-12,84873,tablet,109.28
483,2025-10-27,2675,PC,335.31
484,2025-06-10,1730,movil,1863.17
485,2025-01-17,3552,tablet,1784.84
486,2025-12-13,78762,tv,1714.06
487,2024-11-24,15994,tv,867.09
488,2024-05-17,18995,TV,170.16
489,2026-02-07,62803,cascos,1560.91
490,2025-05-01,81586,TV,1734.17
491,2026-02-10,72667,movil,1835.4
492,2025-04-03,22247,PC,1271.16
493,2025-06-02,81770,Tablet,333.23
494,2024-06-19,19566,Movil,939.15
495,2024-07-31,6104,Movil,1442.91
496,2024-12-21,41256,Auriculares,1034.21
497,2025-04-25,95179,ordenador,179.79
498,2025-06-23,21408,Auriculares,406.46
499,2024-10-08,31257,pc,390.21
500,2025-03-25,50693,PC,41.4
501,2025-06-24,64181,cascos,816.03
502,2024-10-12,9856,Auriculares,596.33
503,2025-10-23,48867,tv,827.95
504,2026-03-21,6465,Movil,195.28
505,2026-02-17,70276,cascos,1123.18
506,2025-10-06,32633,tablet,474.11
507,2025-05-26,99390,tv,77.61
508,2025-06-18,14648,tv,629.75
509,2025-10-12,96143,Movil,895.81
510,2025-02-17,55523,TV,565.25
511,2025-04-29,9999999,ordenador,715.52
512,2025-02-14,12216,TV,271.01
513,2025-10-26,49548,cascos,890.11
514,2025-09-03,19731,Movil,301.69
515,2025-12-01,45618,TV,972.24
516,2025-06-14,80944,pc,995.01
517,2025-09-23,52440,tablet,1130.56
518,2025-03-10,48517,Auriculares,187.14
519,2025-11-28,33085,TV,1333.72
520,2025-01-07,64246,Movil,761.49
521,2025-01-04,93459,cascos,1492.51
522,2026-02-02,23419,tablet,690.98
523,2025-02-18,91048,Movil,317.3
524,2024-07-20,47958,unknown,14.1
525,2025-12-17,90096,cascos,223.85
526,2024-08-30,20406,pc,873.44
527,2024-07-06,73286,TV,1835.4
528,2026-04-26,57827,cascos,466.16
529,2024-05-14,92558,tv,1730.14
530,2024-10-07,23701,tv,1098.58
531,2024-05-17,67947,Movil,1760.88
532,2025-06-26,88507,PC,48.57
533,2024-11-15,25855,telefono,442.01
534,2025-01-29,88630,TV,1200.46
535,2025-06-27,27274,Movil,750.69
536,2025-09-11,18071,tv,499.71
537,2026-02-10,25054,Movil,1359.84
538,2026-01-08,23475,tv,104.14
539,2025-11-09,48952,TV,1707.96
540,2024-11-24,60033,tv,576.8
541,2025-01-02,72511,PC,969.29
542,2024-12-04,85813,ordenador,1025.01
543,2024-10-01,72316,ordenador,42.31
544,2024-12-03,62261,Tablet,799.65
545,2025-10-06,96259,tv,1999.9
546,2025-08-02,37433,cascos,388.69
547,2025-03-27,23726,tablet,1692.8
548,2024-08-06,77986,tv,203.67
549,2024-07-23,10890,PC,589.49
550,2026-02-24,15439,Auriculares,1102.42
551,2025-10-30,70567,movil,885.76
552,2024-05-03,31090,tv,1454.09
553,2024-11-08,30028,Auriculares,1493.7
554,2025-02-17,13103,Auriculares,395.13
555,2024-05-13,39411,Auriculares,749.21
556,2024-07-24,55111,cascos,500.24
557,2024-04-29,17749,Auriculares,463.65
558,2025-07-02,18982,tv,1498.49
559,2025-05-05,45321,pc,1560.4
560,2025-07-14,2580,TV,421.6
561,2025-06-23,10076,Auriculares,285.97
562,2025-07-22,34350,Auriculares,155.36
563,2025-02-12,24482,pc,741.38
564,2024-05-03,70501,tablet,1572.93
565,2025-08-03,24715,TV,986.9
566,2025-06-04,47360,ordenador,1238.46
567,2024-12-08,70803,Movil,1067.82
568,2026-01-07,54766,Auriculares,944.59
569,2025-10-13,75782,tv,1223.4
570,2025-12-10,28196,pc,386.83
571,2026-04-11,72289,Tablet,845.09
572,2025-07-31,41047,tv,1556.62
573,2025-02-27,59650,movil,796.33
574,2025-09-17,42912,pc,1861.03
575,2025-01-16,18268,tv,1640.04
576,2025-04-12,74936,telefono,1805.69
577,2025-05-30,6482,movil,288.24
578,2025-09-24,98417,telefono,1177.81
579,2025-09-02,32811,PC,1888.33
580,2025-03-29,91551,Tablet,713.55
581,2025-09-12,90965,telefono,544.31
582,2026-04-18,78493,tv,1586.72
583,2026-02-01,9440,Auriculares,216.32
584,2025-04-17,15646,TV,799.27
585,2024-05-05,59673,Tablet,1209.57
586,2025-10-18,25744,TV,349.58
587,2024-09-19,32879,cascos,1653.77
588,2024-06-22,17726,tv,221.67
589,2025-09-30,54794,Movil,126.28
590,2024-07-15,86018,tablet,564.73
591,2025-02-02,63239,pc,1385.9
592,2025-03-28,32533,ordenador,360.49
593,2024-12-21,18499,cascos,975.54
594,2026-02-18,32529,tablet,1698.88
595,2024-06-24,9473,Tablet,1629.76
596,2024-09-23,59008,unknown,1865.8
597,2025-03-18,5705,TV,251.85
598,2025-10-01,41184,cascos,373.5
599,2025-02-21,43830,Tablet,1261.34
600,2026-03-04,52873,unknown,1504.33
601,2026-04-04,20422,pc,1239.01
602,2025-02-15,96177,Movil,1579.51
603,2025-06-04,50238,tablet,689.07
604,2026-03-22,99794,cascos,924.82
605,2024-12-17,77916,tablet,911.61
606,2024-05-11,16220,tablet,774.66
607,2025-03-02,75,Movil,1333.26
608,2024-10-07,60960,TV,289.09
609,2026-04-06,31101,Movil,1183.64
610,2026-01-24,27515,pc,1247.21
611,2025-10-03,9999999,Auriculares,1453.75
612,2024-10-17,87667,cascos,467.9
613,2025-05-06,97073,Auriculares,141.16
614,2026-01-15,84189,Tablet,742.38
615,2026-03-13,39927,TV,595.71
616,2024-08-04,89506,movil,1710.88
617,2026-02-10,32212,tablet,1924.13
618,2025-06-17,40487,PC,1583.14
619,2025-03-08,95711,tablet,696.17
620,2026-03-20,17394,cascos,1830.38
621,2025-02-09,94846,Tablet,185.36
622,2025-05-23,25345,telefono,1322.08
623,2025-01-25,30670,Auriculares,85.58
624,2025-01-25,35409,tablet,1019.14
625,2026-01-29,45705,tv,1836.98
626,2026-02-25,72968,ordenador,653.69
627,2026-02-20,91046,cascos,711.4
628,2026-02-22,51806,ordenador,1149.28
629,2024-06-07,19629,TV,1840.47
630,2026-03-24,48993,ordenador,647.89
631,2024-07-29,1490,tablet,1992.91
632,2025-01-25,87454,tv,1568.92
633,2025-12-20,9021,ordenador,1401.41
634,2024-06-22,75256,PC,1637.24
635,2024-06-22,22065,unknown,1938.94
636,2024-11-18,49996,tablet,235.84
637,2025-03-24,70338,cascos,1859.5
638,2025-04-24,27631,tv,849.65
639,2026-03-21,25488,pc,152.25
640,2026-01-15,9999999,pc,796.4
641,2024-06-21,49241,tv,1307.28
642,2024-10-24,49104,Movil,533.49
643,2024-06-19,83988,unknown,546.79
644,2025-06-23,18886,Auriculares,1955.35
645,2025-03-03,27043,cascos,568.06
646,2025-02-05,20524,tablet,321.22
647,2025-05-07,98194,tablet,1693.75
648,2025-03-15,10670,pc,76.81
649,2026-04-03,15034,ordenador,1453.18
650,2024-12-20,57663,Tablet,16.03
651,2025-02-11,11601,ordenador,766.94
652,2024-11-09,42934,tablet,990.34
653,2025-09-27,81171,tv,488.29
654,2026-03-25,25262,PC,30.8
655,2025-03-27,3946,movil,386.71
656,2025-09-18,60333,pc,417.82
657,2025-10-17,47894,movil,1954.18
658,2025-08-07,2964,ordenador,716.35
659,2025-06-09,35573,Auriculares,493.17
660,2025-12-06,48137,pc,1737.29
661,2026-03-17,78249,movil,751.42
662,2024-07-04,7944,Auriculares,1015.86
663,2024-09-25,27914,Movil,137.74
664,2024-09-14,76109,Auriculares,95.59
665,2025-01-16,99987,Auriculares,1441.96
666,2025-11-28,39915,telefono,201.79
667,2024-08-01,16700,cascos,1332.31
668,2025-08-19,89633,Tablet,1613.88
669,2024-08-29,21868,TV,993.96
670,2025-09-03,29032,Tablet,944.12
671,2026-01-01,11920,tablet,68.99
672,2024-10-03,56920,pc,121.3
673,2024-10-03,9999999,Movil,1439.06
674,2026-02-12,12263,telefono,1742.34
675,2025-02-27,9999999,Auriculares,497.05
676,2024-09-24,31794,Tablet,1501.26
677,2025-06-08,75373,pc,1058.12
678,2024-08-15,89801,TV,871.51
679,2024-07-25,57002,pc,555.97
680,2024-07-12,60291,Movil,929.95
681,2024-05-17,70918,ordenador,219.43
682,2025-04-07,18696,cascos,1822.95
